split,trial_id,skipped,mask_file,image_size,chosen_max_dim_px,rotation_deg,dx,dy,obj_munsell,resample_attempts_total,resample_attempts_tint,resample_attempts_object,initial_path,candT_path,candF_path,tint_lab,bg_lab_pre,obj_lab_pre,obj_lab_post_init,bg_lab_post_init,obj_rgb_pre,bg_rgb_pre,tint_rgb,obj_rgb_post_init,bg_rgb_post_init,candT_obj_rgb,candF_obj_rgb,cand_bg_rgb,initial_obj_pre_wavelength_nm,initial_obj_post_wavelength_nm,candT_obj_pre_wavelength_nm,candF_obj_pre_wavelength_nm,background_wavelength_nm
test,10,0,apple1.png,512x512,412,41.7263501978,-5,9,5G 9/10,1,1,1,test/trial_000010/initial.png,test/trial_000010/candT.png,test/trial_000010/candF.png,"[60.0, -0.22419, -0.60362]","[60.0, 0.0, 0.0]","[90.18132, -52.4747, 15.19339]","[90.27394, -52.42439, 14.60848]","[60.00109, -0.2256, -0.60262]","[104, 252, 196]","[145, 145, 145]","[144, 145, 146]","[104, 252, 197]","[144, 145, 146]","[104, 252, 196]","[104, 252, 197]","[145, 145, 145]",,,,,
test,11,0,apple1.png,512x512,423,-41.790795307,0,10,5B 8/6,3,1,3,test/trial_000011/initial.png,test/trial_000011/candT.png,test/trial_000011/candF.png,"[60.0, -10.04732, -3.4715]","[60.0, 0.0, 0.0]","[80.52685, -15.08761, -23.23509]","[82.12292, -21.26084, -25.82577]","[60.00104, -10.04826, -3.47056]","[134, 210, 242]","[145, 145, 145]","[121, 150, 150]","[112, 218, 252]","[121, 150, 150]","[134, 210, 242]","[112, 218, 252]","[145, 145, 145]",,,,,
test,12,0,apple3.png,512x512,447,-4.50774223349,7,-1,10Y 6/2,1,1,1,test/trial_000012/initial.png,test/trial_000012/candT.png,test/trial_000012/candF.png,"[60.0, 10.93725, -16.72624]","[60.0, 0.0, 0.0]","[61.0465, -1.10341, 11.58251]","[60.83604, 8.56687, -3.51797]","[60.00105, 10.93606, -16.72512]","[154, 147, 127]","[145, 145, 145]","[150, 139, 174]","[159, 142, 153]","[150, 139, 174]","[154, 147, 127]","[159, 142, 153]","[145, 145, 145]",,,,,
test,13,0,apple2.png,512x512,425,58.4479785918,7,-2,10GY 9/10,1,1,1,test/trial_000013/initial.png,test/trial_000013/candT.png,test/trial_000013/candF.png,"[60.0, 1.60132, 12.59659]","[60.0, 0.0, 0.0]","[90.18132, -45.90515, 41.67633]","[89.75597, -43.212, 51.71843]","[60.00114, 1.59943, 12.59752]","[160, 248, 144]","[145, 145, 145]","[156, 143, 123]","[172, 245, 122]","[156, 143, 123]","[160, 248, 144]","[172, 245, 122]","[145, 145, 145]",,,,,
test,14,0,apple3.png,512x512,393,28.8876187382,-6,1,7.5GY 5/8,2,1,2,test/trial_000014/initial.png,test/trial_000014/candT.png,test/trial_000014/candF.png,"[60.0, -17.06226, -17.89108]","[60.0, 0.0, 0.0]","[51.00375, -29.78327, 38.4069]","[52.44312, -44.77151, 33.32392]","[60.00095, -17.06231, -17.89018]","[89, 133, 52]","[145, 145, 145]","[81, 155, 175]","[48, 143, 65]","[81, 155, 175]","[89, 133, 52]","[48, 143, 65]","[145, 145, 145]",,,,,
test,15,0,apple2.png,512x512,430,0.0842661076711,7,-9,10PB 4/2,2,1,2,test/trial_000015/initial.png,test/trial_000015/candT.png,test/trial_000015/candF.png,"[60.0, -4.03243, -0.6451]","[60.0, 0.0, 0.0]","[40.7365, 7.30192, -11.69385]","[40.6844, 4.46389, -12.31896]","[60.00107, -4.03369, -0.64413]","[99, 93, 115]","[145, 145, 145]","[136, 147, 146]","[93, 94, 116]","[136, 147, 146]","[99, 93, 115]","[93, 94, 116]","[145, 145, 145]",,,,,
test,16,0,apple1.png,512x512,454,-49.2351498249,3,-7,7.5R 3/2,1,1,1,test/trial_000016/initial.png,test/trial_000016/candT.png,test/trial_000016/candF.png,"[60.0, -9.02832, 14.75522]","[60.0, 0.0, 0.0]","[30.37867, 12.24848, 3.75479]","[30.12371, 7.28073, 11.84008]","[60.00111, -9.02989, 14.75604]","[92, 64, 66]","[145, 145, 145]","[139, 148, 118]","[88, 66, 53]","[139, 148, 118]","[92, 64, 66]","[88, 66, 53]","[145, 145, 145]",,,,,
test,17,0,apple3.png,512x512,408,10.5585307888,-8,11,2.5P 7/8,2,1,2,test/trial_000017/initial.png,test/trial_000017/candT.png,test/trial_000017/candF.png,"[60.0, 4.29497, -1.42029]","[60.0, 0.0, 0.0]","[70.86085, 23.19415, -31.42125]","[71.16597, 28.12136, -33.08911]","[60.0011, 4.29342, -1.41924]","[187, 161, 231]","[145, 145, 145]","[151, 142, 147]","[196, 159, 235]","[151, 142, 147]","[187, 161, 231]","[196, 159, 235]","[145, 145, 145]",,,,,
test,18,0,apple3.png,512x512,392,52.3253552962,2,-11,10R 3/6,3,1,3,test/trial_000018/initial.png,test/trial_000018/candT.png,test/trial_000018/candF.png,"[60.0, -19.66313, 7.48478]","[60.0, 0.0, 0.0]","[30.37867, 27.55015, 18.92916]","[27.00652, 12.46336, 16.92357]","[60.00105, -19.66409, 7.48558]","[117, 52, 43]","[145, 145, 145]","[111, 154, 131]","[89, 56, 39]","[111, 154, 131]","[117, 52, 43]","[89, 56, 39]","[145, 145, 145]",,,,,
test,19,0,apple2.png,512x512,406,4.88305776396,-11,-2,2.5Y 5/6,1,1,1,test/trial_000019/initial.png,test/trial_000019/candT.png,test/trial_000019/candF.png,"[60.0, 5.31025, 1.86614]","[60.0, 0.0, 0.0]","[51.00375, 6.92746, 39.57852]","[51.64723, 13.5102, 41.3023]","[60.00111, 5.30856, 1.86717]","[151, 116, 52]","[145, 145, 145]","[156, 141, 141]","[163, 113, 51]","[156, 141, 141]","[151, 116, 52]","[163, 113, 51]","[145, 145, 145]",,,,,
test,20,0,apple3.png,512x512,451,-9.46295112778,15,-4,7.5P 6/2,3,1,3,test/trial_000020/initial.png,test/trial_000020/candT.png,test/trial_000020/candF.png,"[60.0, 0.34889, 16.73088]","[60.0, 0.0, 0.0]","[61.0465, 9.90801, -8.18549]","[61.09352, 9.86973, 10.48166]","[60.00115, 0.34693, 16.73175]","[159, 142, 162]","[145, 145, 145]","[157, 143, 115]","[172, 141, 129]","[157, 143, 115]","[159, 142, 162]","[172, 141, 129]","[145, 145, 145]",,,,,
test,21,0,apple3.png,512x512,369,-48.7242179139,-11,-4,10BG 5/2,2,1,2,test/trial_000021/initial.png,test/trial_000021/candT.png,test/trial_000021/candF.png,"[60.0, 7.05684, -19.72943]","[60.0, 0.0, 0.0]","[51.00375, -5.33552, -7.51301]","[51.30652, 3.23141, -25.93595]","[60.00103, 7.05592, -19.72835]","[104, 125, 134]","[145, 145, 145]","[139, 142, 179]","[100, 123, 166]","[139, 142, 179]","[104, 125, 134]","[100, 123, 166]","[145, 145, 145]",,,,,
test,22,0,apple2.png,512x512,423,30.1591972769,3,11,10GY 2/4,1,1,1,test/trial_000022/initial.png,test/trial_000022/candT.png,test/trial_000022/candF.png,"[60.0, -12.53665, 14.33426]","[60.0, 0.0, 0.0]","[20.23558, -14.85453, 9.75978]","[20.80729, -19.03108, 15.47277]","[60.00109, -12.53809, 14.33506]","[30, 54, 34]","[145, 145, 145]","[132, 150, 119]","[26, 57, 26]","[132, 150, 119]","[30, 54, 34]","[26, 57, 26]","[145, 145, 145]",,,,,
test,23,0,apple2.png,512x512,389,-41.1417772142,-3,-4,10R 4/2,1,1,1,test/trial_000023/initial.png,test/trial_000023/candT.png,test/trial_000023/candF.png,"[60.0, 3.72958, 0.88769]","[60.0, 0.0, 0.0]","[40.7365, 11.22493, 4.40725]","[41.04376, 14.51404, 5.51144]","[60.00111, 3.72798, 0.88872]","[117, 89, 89]","[145, 145, 145]","[152, 142, 143]","[123, 88, 88]","[152, 142, 143]","[117, 89, 89]","[123, 88, 88]","[145, 145, 145]",,,,,
test,24,0,apple3.png,512x512,453,-9.16553609324,-4,0,7.5G 5/6,1,1,1,test/trial_000024/initial.png,test/trial_000024/candT.png,test/trial_000024/candF.png,"[60.0, 7.88145, 6.38156]","[60.0, 0.0, 0.0]","[51.00375, -28.28773, 3.70319]","[49.61359, -25.93595, 6.86542]","[60.00114, 7.87952, 6.3826]","[60, 134, 114]","[145, 145, 145]","[163, 140, 134]","[68, 129, 106]","[163, 140, 134]","[60, 134, 114]","[68, 129, 106]","[145, 145, 145]",,,,,
test,25,0,apple3.png,512x512,425,-19.172820511,-15,-3,7.5G 8/6,1,1,1,test/trial_000025/initial.png,test/trial_000025/candT.png,test/trial_000025/candF.png,"[60.0, 16.6843, 9.39352]","[60.0, 0.0, 0.0]","[80.52685, -29.3274, 4.21899]","[77.50247, -15.34071, 10.9991]","[60.00118, 16.68198, 9.39462]","[137, 215, 191]","[145, 145, 145]","[179, 134, 129]","[170, 199, 171]","[179, 134, 129]","[137, 215, 191]","[170, 199, 171]","[145, 145, 145]",,,,,
test,26,0,apple2.png,512x512,366,22.3855231401,4,-6,10B 6/8,1,1,1,test/trial_000026/initial.png,test/trial_000026/candT.png,test/trial_000026/candF.png,"[60.0, 6.6652, 19.3655]","[60.0, 0.0, 0.0]","[61.0465, -7.56727, -34.1887]","[58.27195, -15.70083, -11.92048]","[60.00118, 6.66296, 19.3664]","[78, 154, 207]","[145, 145, 145]","[168, 140, 111]","[91, 149, 160]","[168, 140, 111]","[78, 154, 207]","[91, 149, 160]","[145, 145, 145]",,,,,
test,27,0,apple1.png,512x512,426,-56.6667226015,3,-11,7.5P 8/8,1,2,1,test/trial_000027/initial.png,test/trial_000027/candT.png,test/trial_000027/candF.png,"[60.0, -14.71246, -3.15132]","[60.0, 0.0, 0.0]","[80.52685, 31.94189, -23.61226]","[78.51806, 11.96888, -31.50779]","[60.00103, -14.71324, -3.15042]","[239, 180, 244]","[145, 145, 145]","[111, 152, 150]","[185, 190, 253]","[111, 152, 150]","[239, 180, 244]","[185, 190, 253]","[145, 145, 145]",,,,,
test,28,0,apple2.png,512x512,385,-23.8495969357,10,12,5YR 6/4,1,1,1,test/trial_000028/initial.png,test/trial_000028/candT.png,test/trial_000028/candF.png,"[60.0, -12.93633, -4.77036]","[60.0, 0.0, 0.0]","[61.0465, 14.17614, 16.668]","[59.31302, -4.05202, 9.94008]","[60.00103, -12.9371, -4.76944]","[182, 138, 119]","[145, 145, 145]","[113, 152, 152]","[143, 144, 125]","[113, 152, 152]","[182, 138, 119]","[143, 144, 125]","[145, 145, 145]",,,,,
test,29,0,apple2.png,512x512,439,58.2906283949,7,7,5YR 5/2,1,1,1,test/trial_000029/initial.png,test/trial_000029/candT.png,test/trial_000029/candF.png,"[60.0, 15.15307, 7.67264]","[60.0, 0.0, 0.0]","[51.00375, 8.77646, 6.88383]","[52.22254, 24.31432, 14.98593]","[60.00117, 15.15086, 7.67373]","[141, 116, 110]","[145, 145, 145]","[176, 135, 132]","[171, 108, 100]","[176, 135, 132]","[141, 116, 110]","[171, 108, 100]","[145, 145, 145]",,,,,
test,30,0,apple2.png,512x512,433,31.4808500448,12,-1,7.5YR 3/2,2,1,2,test/trial_000030/initial.png,test/trial_000030/candT.png,test/trial_000030/candF.png,"[60.0, 12.72967, -18.90591]","[60.0, 0.0, 0.0]","[30.37867, 7.56887, 9.18773]","[30.45408, 13.87786, -0.35661]","[60.00105, 12.72851, -18.90478]","[88, 67, 58]","[145, 145, 145]","[151, 139, 178]","[92, 64, 73]","[151, 139, 178]","[88, 67, 58]","[92, 64, 73]","[145, 145, 145]",,,,,
test,31,0,apple3.png,512x512,377,34.0943612185,-15,-3,2.5BG 4/4,1,1,1,test/trial_000031/initial.png,test/trial_000031/candT.png,test/trial_000031/candF.png,"[60.0, 0.64255, -0.0363]","[60.0, 0.0, 0.0]","[40.7365, -17.9506, -3.40578]","[40.67427, -17.65649, -3.53283]","[60.00109, 0.64109, -0.03529]","[54, 104, 101]","[145, 145, 145]","[146, 144, 145]","[54, 104, 101]","[146, 144, 145]","[54, 104, 101]","[54, 104, 101]","[145, 145, 145]",,,,,
test,32,0,apple3.png,512x512,402,1.54109018642,9,2,7.5R 2/4,1,1,1,test/trial_000032/initial.png,test/trial_000032/candT.png,test/trial_000032/candF.png,"[60.0, -0.19068, 5.04092]","[60.0, 0.0, 0.0]","[20.23558, 20.15541, 6.39647]","[20.49162, 20.74315, 8.88723]","[60.00111, -0.19228, 5.04189]","[78, 36, 40]","[145, 145, 145]","[148, 144, 136]","[80, 36, 37]","[148, 144, 136]","[78, 36, 40]","[80, 36, 37]","[145, 145, 145]",,,,,
test,33,0,apple3.png,512x512,371,-4.2242128752,-8,3,5BG 8/4,1,1,1,test/trial_000033/initial.png,test/trial_000033/candT.png,test/trial_000033/candF.png,"[60.0, -8.30024, 6.68633]","[60.0, 0.0, 0.0]","[80.52685, -16.859, -5.99812]","[81.06523, -26.58162, 3.73844]","[60.00108, -8.3016, 6.68723]","[156, 210, 210]","[145, 145, 145]","[134, 149, 133]","[145, 215, 193]","[134, 149, 133]","[156, 210, 210]","[145, 215, 193]","[145, 145, 145]",,,,,
test,34,0,apple2.png,512x512,459,9.60513648129,3,4,10B 4/4,3,1,3,test/trial_000034/initial.png,test/trial_000034/candT.png,test/trial_000034/candF.png,"[60.0, 15.05181, -2.6959]","[60.0, 0.0, 0.0]","[40.7365, -2.87776, -19.08931]","[39.89034, 6.16282, -23.12428]","[60.00113, 15.04992, -2.69475]","[69, 99, 127]","[145, 145, 145]","[169, 136, 150]","[82, 93, 132]","[169, 136, 150]","[69, 99, 127]","[82, 93, 132]","[145, 145, 145]",,,,,
test,35,0,apple3.png,512x512,459,13.4600278822,3,3,5GY 4/6,1,1,1,test/trial_000035/initial.png,test/trial_000035/candT.png,test/trial_000035/candF.png,"[60.0, -5.51527, -19.48757]","[60.0, 0.0, 0.0]","[40.7365, -16.94279, 34.54794]","[40.53613, -26.27079, 28.49539]","[60.00098, -5.5157, -19.48658]","[86, 102, 36]","[145, 145, 145]","[111, 149, 178]","[65, 106, 47]","[111, 149, 178]","[86, 102, 36]","[65, 106, 47]","[145, 145, 145]",,,,,
test,36,0,apple2.png,512x512,401,-12.6415431753,2,-9,5G 7/4,1,1,1,test/trial_000036/initial.png,test/trial_000036/candT.png,test/trial_000036/candF.png,"[60.0, -3.5474, -2.41143]","[60.0, 0.0, 0.0]","[70.86085, -18.27994, 4.17149]","[71.23736, -21.3081, 2.12292]","[60.00107, -3.54862, -2.41045]","[139, 183, 165]","[145, 145, 145]","[136, 147, 149]","[130, 185, 170]","[136, 147, 149]","[139, 183, 165]","[130, 185, 170]","[145, 145, 145]",,,,,
test,37,0,apple2.png,512x512,454,33.7313964339,-3,-4,10RP 6/8,1,1,1,test/trial_000037/initial.png,test/trial_000037/candT.png,test/trial_000037/candF.png,"[60.0, -11.00615, 18.25446]","[60.0, 0.0, 0.0]","[61.0465, 35.93808, 3.80947]","[59.98744, 26.21704, 20.38316]","[60.00111, -11.00775, 18.25522]","[208, 122, 142]","[145, 145, 145]","[137, 149, 112]","[198, 126, 110]","[137, 149, 112]","[208, 122, 142]","[198, 126, 110]","[145, 145, 145]",,,,,
test,38,0,apple1.png,512x512,450,16.8319792017,12,3,5GY 9/8,1,1,1,test/trial_000038/initial.png,test/trial_000038/candT.png,test/trial_000038/candF.png,"[60.0, -11.62316, -19.79951]","[60.0, 0.0, 0.0]","[90.18132, -21.56666, 51.81461]","[89.67029, -48.68921, 35.73279]","[60.00096, -11.62334, -19.79858]","[219, 236, 125]","[145, 145, 145]","[94, 152, 179]","[145, 248, 155]","[94, 152, 179]","[219, 236, 125]","[145, 248, 155]","[145, 145, 145]",,,,,
test,39,0,apple2.png,512x512,422,-37.670496174,-5,6,5YR 5/8,2,1,2,test/trial_000039/initial.png,test/trial_000039/candT.png,test/trial_000039/candF.png,"[60.0, -2.66283, -16.95285]","[60.0, 0.0, 0.0]","[51.00375, 25.03758, 39.89543]","[48.1416, 12.75925, 28.88459]","[60.001, -2.66349, -16.95184]","[176, 103, 53]","[145, 145, 145]","[122, 147, 174]","[149, 105, 66]","[122, 147, 174]","[176, 103, 53]","[149, 105, 66]","[145, 145, 145]",,,,,
test,40,0,apple1.png,512x512,432,38.1079744946,13,-8,7.5P 5/4,1,1,1,test/trial_000040/initial.png,test/trial_000040/candT.png,test/trial_000040/candF.png,"[60.0, -11.59426, -16.28009]","[60.0, 0.0, 0.0]","[51.00375, 16.90107, -13.2694]","[50.12551, 6.8786, -31.32296]","[60.00098, -11.59461, -16.27915]","[140, 112, 144]","[145, 145, 145]","[100, 152, 173]","[97, 118, 172]","[100, 152, 173]","[140, 112, 144]","[97, 118, 172]","[145, 145, 145]",,,,,
test,41,0,apple2.png,512x512,401,-24.4214322269,-2,-12,7.5PB 4/4,1,1,1,test/trial_000041/initial.png,test/trial_000041/candT.png,test/trial_000041/candF.png,"[60.0, 8.19094, 8.48073]","[60.0, 0.0, 0.0]","[40.7365, 8.3383, -20.03598]","[40.45167, 12.07513, -12.40501]","[60.00115, 8.18894, 8.48176]","[92, 93, 129]","[145, 145, 145]","[165, 139, 130]","[106, 89, 116]","[165, 139, 130]","[92, 93, 129]","[106, 89, 116]","[145, 145, 145]",,,,,
test,42,0,apple1.png,512x512,459,13.1480738573,3,0,10YR 3/2,1,1,1,test/trial_000042/initial.png,test/trial_000042/candT.png,test/trial_000042/candF.png,"[60.0, -9.44417, -15.3936]","[60.0, 0.0, 0.0]","[30.37867, 5.57625, 10.2197]","[29.36855, -4.42944, 0.91399]","[60.00099, -9.44464, -15.39264]","[86, 68, 56]","[145, 145, 145]","[107, 151, 171]","[62, 71, 68]","[107, 151, 171]","[86, 68, 56]","[62, 71, 68]","[145, 145, 145]",,,,,
test,43,0,apple3.png,512x512,415,-26.9340598581,-9,-6,7.5Y 8/10,1,1,1,test/trial_000043/initial.png,test/trial_000043/candT.png,test/trial_000043/candF.png,"[60.0, 12.07108, -11.43981]","[60.0, 0.0, 0.0]","[80.52685, -6.14592, 69.77822]","[80.20741, 6.56986, 66.74913]","[60.00108, 12.06963, -11.43868]","[225, 200, 57]","[145, 145, 145]","[157, 138, 165]","[243, 192, 67]","[157, 138, 165]","[225, 200, 57]","[243, 192, 67]","[145, 145, 145]",,,,,
test,44,0,apple1.png,512x512,443,35.7620853198,-6,-7,10B 7/8,1,1,1,test/trial_000044/initial.png,test/trial_000044/candT.png,test/trial_000044/candF.png,"[60.0, 8.4398, -3.55368]","[60.0, 0.0, 0.0]","[70.86085, -8.14006, -34.18341]","[70.11369, 0.03738, -40.81752]","[60.00111, 8.43818, -3.5526]","[106, 181, 235]","[145, 145, 145]","[157, 140, 151]","[115, 175, 245]","[157, 140, 151]","[106, 181, 235]","[115, 175, 245]","[145, 145, 145]",,,,,
test,45,0,apple3.png,512x512,441,18.739554954,-10,2,7.5R 5/4,1,1,1,test/trial_000045/initial.png,test/trial_000045/candT.png,test/trial_000045/candF.png,"[60.0, -16.3992, -8.90169]","[60.0, 0.0, 0.0]","[51.00375, 19.4259, 7.90719]","[48.3115, -1.90597, -3.52008]","[60.001, -16.39967, -8.90078]","[158, 109, 109]","[145, 145, 145]","[99, 154, 160]","[108, 116, 121]","[99, 154, 160]","[158, 109, 109]","[108, 116, 121]","[145, 145, 145]",,,,,
test,46,0,apple1.png,512x512,449,16.8771153136,10,8,5G 5/6,1,1,1,test/trial_000046/initial.png,test/trial_000046/candT.png,test/trial_000046/candF.png,"[60.0, 17.90375, -3.94298]","[60.0, 0.0, 0.0]","[51.00375, -28.3806, 7.36419]","[48.63135, -17.83823, 0.68154]","[60.00114, 17.90181, -3.94181]","[65, 134, 108]","[145, 145, 145]","[173, 134, 152]","[79, 124, 114]","[173, 134, 152]","[65, 134, 108]","[79, 124, 114]","[145, 145, 145]",,,,,
test,47,0,apple3.png,512x512,431,-28.4931961163,4,-6,10BG 9/2,1,4,1,test/trial_000047/initial.png,test/trial_000047/candT.png,test/trial_000047/candF.png,"[60.0, -16.41657, -3.82317]","[60.0, 0.0, 0.0]","[90.18132, -4.90432, -8.36819]","[90.98708, -24.66188, -12.71555]","[60.00102, -16.41725, -3.82228]","[208, 230, 243]","[145, 145, 145]","[106, 153, 151]","[154, 244, 253]","[106, 153, 151]","[208, 230, 243]","[154, 244, 253]","[145, 145, 145]",,,,,
test,48,0,apple3.png,512x512,452,-23.910467637,-2,-13,10R 5/6,1,1,1,test/trial_000048/initial.png,test/trial_000048/candT.png,test/trial_000048/candF.png,"[60.0, -19.64418, 17.96819]","[60.0, 0.0, 0.0]","[51.00375, 25.8025, 19.30077]","[48.85329, 7.8304, 27.99266]","[60.00108, -19.64546, 17.96887]","[172, 104, 90]","[145, 145, 145]","[120, 153, 112]","[143, 110, 69]","[120, 153, 112]","[172, 104, 90]","[143, 110, 69]","[145, 145, 145]",,,,,
test,49,0,apple2.png,512x512,379,59.732605537,-2,-11,10R 4/8,2,1,2,test/trial_000049/initial.png,test/trial_000049/candT.png,test/trial_000049/candF.png,"[60.0, 10.08145, 16.05914]","[60.0, 0.0, 0.0]","[40.7365, 33.98198, 27.35563]","[44.84785, 46.26395, 39.91467]","[60.00118, 10.07918, 16.06011]","[155, 71, 53]","[145, 145, 145]","[172, 138, 117]","[185, 67, 41]","[172, 138, 117]","[155, 71, 53]","[185, 67, 41]","[145, 145, 145]",,,,,
test,50,0,apple1.png,512x512,362,-4.34986752986,-4,10,7.5R 4/2,1,1,1,test/trial_000050/initial.png,test/trial_000050/candT.png,test/trial_000050/candF.png,"[60.0, 5.97352, 8.54246]","[60.0, 0.0, 0.0]","[40.7365, 11.68617, 2.84067]","[41.4237, 17.50169, 10.05476]","[60.00114, 5.97159, 8.54346]","[117, 89, 92]","[145, 145, 145]","[161, 141, 130]","[130, 87, 82]","[161, 141, 130]","[117, 89, 92]","[130, 87, 82]","[145, 145, 145]",,,,,
